Emoji	Name	Group	Subgroup	Code Point	Code	Status
😀	Grinning face	Smileys & Emotion	Face Smiling	1F600	E1.0	Fully Qualified
😃	Grinning face with big eyes	Smileys & Emotion	Face Smiling	1F603	E0.6	Fully Qualified
😄	Grinning face with smiling eyes	Smileys & Emotion	Face Smiling	1F604	E0.6	Fully Qualified
😁	Beaming face with smiling eyes	Smileys & Emotion	Face Smiling	1F601	E0.6	Fully Qualified
😆	Grinning squinting face	Smileys & Emotion	Face Smiling	1F606	E0.6	Fully Qualified
😅	Grinning face with sweat	Smileys & Emotion	Face Smiling	1F605	E0.6	Fully Qualified
🤣	Rolling on the floor laughing	Smileys & Emotion	Face Smiling	1F923	E3.0	Fully Qualified
😂	Face with tears of joy	Smileys & Emotion	Face Smiling	1F602	E0.6	Fully Qualified
🙂	Slightly smiling face	Smileys & Emotion	Face Smiling	1F642	E1.0	Fully Qualified
🙃	Upside-down face	Smileys & Emotion	Face Smiling	1F643	E1.0	Fully Qualified
🫠	Melting face	Smileys & Emotion	Face Smiling	1FAE0	E14.0	Fully Qualified
😉	Winking face	Smileys & Emotion	Face Smiling	1F609	E0.6	Fully Qualified
😊	Smiling face with smiling eyes	Smileys & Emotion	Face Smiling	1F60A	E0.6	Fully Qualified
😇	Smiling face with halo	Smileys & Emotion	Face Smiling	1F607	E1.0	Fully Qualified
🥰	Smiling face with hearts	Smileys & Emotion	Face Affection	1F970	E11.0	Fully Qualified
😍	Smiling face with heart-eyes	Smileys & Emotion	Face Affection	1F60D	E0.6	Fully Qualified
🤩	Star-struck	Smileys & Emotion	Face Affection	1F929	E5.0	Fully Qualified
😘	Face blowing a kiss	Smileys & Emotion	Face Affection	1F618	E0.6	Fully Qualified
😗	Kissing face	Smileys & Emotion	Face Affection	1F617	E1.0	Fully Qualified
☺️	Smiling face	Smileys & Emotion	Face Affection	263A FE0F	E0.6	Fully Qualified
☺	Smiling face	Smileys & Emotion	Face Affection	263A	E0.6	Unqualified
😚	Kissing face with closed eyes	Smileys & Emotion	Face Affection	1F61A	E0.6	Fully Qualified
😙	Kissing face with smiling eyes	Smileys & Emotion	Face Affection	1F619	E1.0	Fully Qualified
🥲	Smiling face with tear	Smileys & Emotion	Face Affection	1F972	E13.0	Fully Qualified
😋	Face savoring food	Smileys & Emotion	Face Tongue	1F60B	E0.6	Fully Qualified
😛	Face with tongue	Smileys & Emotion	Face Tongue	1F61B	E1.0	Fully Qualified
😜	Winking face with tongue	Smileys & Emotion	Face Tongue	1F61C	E0.6	Fully Qualified
🤪	Zany face	Smileys & Emotion	Face Tongue	1F92A	E5.0	Fully Qualified
😝	Squinting face with tongue	Smileys & Emotion	Face Tongue	1F61D	E0.6	Fully Qualified
🤑	Money-mouth face	Smileys & Emotion	Face Tongue	1F911	E1.0	Fully Qualified
🤗	Smiling face with open hands	Smileys & Emotion	Face Hand	1F917	E1.0	Fully Qualified
🤭	Face with hand over mouth	Smileys & Emotion	Face Hand	1F92D	E5.0	Fully Qualified
🫢	Face with open eyes and hand over mouth	Smileys & Emotion	Face Hand	1FAE2	E14.0	Fully Qualified
🫣	Face with peeking eye	Smileys & Emotion	Face Hand	1FAE3	E14.0	Fully Qualified
🤫	Shushing face	Smileys & Emotion	Face Hand	1F92B	E5.0	Fully Qualified
🤔	Thinking face	Smileys & Emotion	Face Hand	1F914	E1.0	Fully Qualified
🫡	Saluting face	Smileys & Emotion	Face Hand	1FAE1	E14.0	Fully Qualified
🤐	Zipper-mouth face	Smileys & Emotion	Face Neutral Skeptical	1F910	E1.0	Fully Qualified
🤨	Face with raised eyebrow	Smileys & Emotion	Face Neutral Skeptical	1F928	E5.0	Fully Qualified
😐	Neutral face	Smileys & Emotion	Face Neutral Skeptical	1F610	E0.7	Fully Qualified
😑	Expressionless face	Smileys & Emotion	Face Neutral Skeptical	1F611	E1.0	Fully Qualified
😶	Face without mouth	Smileys & Emotion	Face Neutral Skeptical	1F636	E1.0	Fully Qualified
🫥	Dotted line face	Smileys & Emotion	Face Neutral Skeptical	1FAE5	E14.0	Fully Qualified
😶‍🌫️	Face in clouds	Smileys & Emotion	Face Neutral Skeptical	1F636 200D 1F32B FE0F	E13.1	Fully Qualified
😶‍🌫	Face in clouds	Smileys & Emotion	Face Neutral Skeptical	1F636 200D 1F32B	E13.1	Minimally Qualified
😏	Smirking face	Smileys & Emotion	Face Neutral Skeptical	1F60F	E0.6	Fully Qualified
😒	Unamused face	Smileys & Emotion	Face Neutral Skeptical	1F612	E0.6	Fully Qualified
🙄	Face with rolling eyes	Smileys & Emotion	Face Neutral Skeptical	1F644	E1.0	Fully Qualified
😬	Grimacing face	Smileys & Emotion	Face Neutral Skeptical	1F62C	E1.0	Fully Qualified
😮‍💨	Face exhaling	Smileys & Emotion	Face Neutral Skeptical	1F62E 200D 1F4A8	E13.1	Fully Qualified
🤥	Lying face	Smileys & Emotion	Face Neutral Skeptical	1F925	E3.0	Fully Qualified
🫨	Shaking face	Smileys & Emotion	Face Neutral Skeptical	1FAE8	E15.0	Fully Qualified
🙂‍↔️	Head shaking horizontally	Smileys & Emotion	Face Neutral Skeptical	1F642 200D 2194 FE0F	E15.1	Fully Qualified
🙂‍↔	Head shaking horizontally	Smileys & Emotion	Face Neutral Skeptical	1F642 200D 2194	E15.1	Minimally Qualified
🙂‍↕️	Head shaking vertically	Smileys & Emotion	Face Neutral Skeptical	1F642 200D 2195 FE0F	E15.1	Fully Qualified
🙂‍↕	Head shaking vertically	Smileys & Emotion	Face Neutral Skeptical	1F642 200D 2195	E15.1	Minimally Qualified
😌	Relieved face	Smileys & Emotion	Face Sleepy	1F60C	E0.6	Fully Qualified
😔	Pensive face	Smileys & Emotion	Face Sleepy	1F614	E0.6	Fully Qualified
😪	Sleepy face	Smileys & Emotion	Face Sleepy	1F62A	E0.6	Fully Qualified
🤤	Drooling face	Smileys & Emotion	Face Sleepy	1F924	E3.0	Fully Qualified
😴	Sleeping face	Smileys & Emotion	Face Sleepy	1F634	E1.0	Fully Qualified
😷	Face with medical mask	Smileys & Emotion	Face Unwell	1F637	E0.6	Fully Qualified
🤒	Face with thermometer	Smileys & Emotion	Face Unwell	1F912	E1.0	Fully Qualified
🤕	Face with head-bandage	Smileys & Emotion	Face Unwell	1F915	E1.0	Fully Qualified
🤢	Nauseated face	Smileys & Emotion	Face Unwell	1F922	E3.0	Fully Qualified
🤮	Face vomiting	Smileys & Emotion	Face Unwell	1F92E	E5.0	Fully Qualified
🤧	Sneezing face	Smileys & Emotion	Face Unwell	1F927	E3.0	Fully Qualified
🥵	Hot face	Smileys & Emotion	Face Unwell	1F975	E11.0	Fully Qualified
🥶	Cold face	Smileys & Emotion	Face Unwell	1F976	E11.0	Fully Qualified
🥴	Woozy face	Smileys & Emotion	Face Unwell	1F974	E11.0	Fully Qualified
😵	Face with crossed-out eyes	Smileys & Emotion	Face Unwell	1F635	E0.6	Fully Qualified
😵‍💫	Face with spiral eyes	Smileys & Emotion	Face Unwell	1F635 200D 1F4AB	E13.1	Fully Qualified
🤯	Exploding head	Smileys & Emotion	Face Unwell	1F92F	E5.0	Fully Qualified
🤠	Cowboy hat face	Smileys & Emotion	Face Hat	1F920	E3.0	Fully Qualified
🥳	Partying face	Smileys & Emotion	Face Hat	1F973	E11.0	Fully Qualified
🥸	Disguised face	Smileys & Emotion	Face Hat	1F978	E13.0	Fully Qualified
😎	Smiling face with sunglasses	Smileys & Emotion	Face Glasses	1F60E	E1.0	Fully Qualified
🤓	Nerd face	Smileys & Emotion	Face Glasses	1F913	E1.0	Fully Qualified
🧐	Face with monocle	Smileys & Emotion	Face Glasses	1F9D0	E5.0	Fully Qualified
😕	Confused face	Smileys & Emotion	Face Concerned	1F615	E1.0	Fully Qualified
🫤	Face with diagonal mouth	Smileys & Emotion	Face Concerned	1FAE4	E14.0	Fully Qualified
😟	Worried face	Smileys & Emotion	Face Concerned	1F61F	E1.0	Fully Qualified
🙁	Slightly frowning face	Smileys & Emotion	Face Concerned	1F641	E1.0	Fully Qualified
☹️	Frowning face	Smileys & Emotion	Face Concerned	2639 FE0F	E0.7	Fully Qualified
☹	Frowning face	Smileys & Emotion	Face Concerned	2639	E0.7	Unqualified
😮	Face with open mouth	Smileys & Emotion	Face Concerned	1F62E	E1.0	Fully Qualified
😯	Hushed face	Smileys & Emotion	Face Concerned	1F62F	E1.0	Fully Qualified
😲	Astonished face	Smileys & Emotion	Face Concerned	1F632	E0.6	Fully Qualified
😳	Flushed face	Smileys & Emotion	Face Concerned	1F633	E0.6	Fully Qualified
🥺	Pleading face	Smileys & Emotion	Face Concerned	1F97A	E11.0	Fully Qualified
🥹	Face holding back tears	Smileys & Emotion	Face Concerned	1F979	E14.0	Fully Qualified
😦	Frowning face with open mouth	Smileys & Emotion	Face Concerned	1F626	E1.0	Fully Qualified
😧	Anguished face	Smileys & Emotion	Face Concerned	1F627	E1.0	Fully Qualified
😨	Fearful face	Smileys & Emotion	Face Concerned	1F628	E0.6	Fully Qualified
😰	Anxious face with sweat	Smileys & Emotion	Face Concerned	1F630	E0.6	Fully Qualified
😥	Sad but relieved face	Smileys & Emotion	Face Concerned	1F625	E0.6	Fully Qualified
😢	Crying face	Smileys & Emotion	Face Concerned	1F622	E0.6	Fully Qualified
😭	Loudly crying face	Smileys & Emotion	Face Concerned	1F62D	E0.6	Fully Qualified
😱	Face screaming in fear	Smileys & Emotion	Face Concerned	1F631	E0.6	Fully Qualified
😖	Confounded face	Smileys & Emotion	Face Concerned	1F616	E0.6	Fully Qualified
😣	Persevering face	Smileys & Emotion	Face Concerned	1F623	E0.6	Fully Qualified
😞	Disappointed face	Smileys & Emotion	Face Concerned	1F61E	E0.6	Fully Qualified
😓	Downcast face with sweat	Smileys & Emotion	Face Concerned	1F613	E0.6	Fully Qualified
😩	Weary face	Smileys & Emotion	Face Concerned	1F629	E0.6	Fully Qualified
😫	Tired face	Smileys & Emotion	Face Concerned	1F62B	E0.6	Fully Qualified
🥱	Yawning face	Smileys & Emotion	Face Concerned	1F971	E12.0	Fully Qualified
😤	Face with steam from nose	Smileys & Emotion	Face Negative	1F624	E0.6	Fully Qualified
😡	Enraged face	Smileys & Emotion	Face Negative	1F621	E0.6	Fully Qualified
😠	Angry face	Smileys & Emotion	Face Negative	1F620	E0.6	Fully Qualified
🤬	Face with symbols on mouth	Smileys & Emotion	Face Negative	1F92C	E5.0	Fully Qualified
😈	Smiling face with horns	Smileys & Emotion	Face Negative	1F608	E1.0	Fully Qualified
👿	Angry face with horns	Smileys & Emotion	Face Negative	1F47F	E0.6	Fully Qualified
💀	Skull	Smileys & Emotion	Face Negative	1F480	E0.6	Fully Qualified
☠️	Skull and crossbones	Smileys & Emotion	Face Negative	2620 FE0F	E1.0	Fully Qualified
☠	Skull and crossbones	Smileys & Emotion	Face Negative	2620	E1.0	Unqualified
💩	Pile of poo	Smileys & Emotion	Face Costume	1F4A9	E0.6	Fully Qualified
🤡	Clown face	Smileys & Emotion	Face Costume	1F921	E3.0	Fully Qualified
👹	Ogre	Smileys & Emotion	Face Costume	1F479	E0.6	Fully Qualified
👺	Goblin	Smileys & Emotion	Face Costume	1F47A	E0.6	Fully Qualified
👻	Ghost	Smileys & Emotion	Face Costume	1F47B	E0.6	Fully Qualified
👽	Alien	Smileys & Emotion	Face Costume	1F47D	E0.6	Fully Qualified
👾	Alien monster	Smileys & Emotion	Face Costume	1F47E	E0.6	Fully Qualified
🤖	Robot	Smileys & Emotion	Face Costume	1F916	E1.0	Fully Qualified
😺	Grinning cat	Smileys & Emotion	Cat Face	1F63A	E0.6	Fully Qualified
😸	Grinning cat with smiling eyes	Smileys & Emotion	Cat Face	1F638	E0.6	Fully Qualified
😹	Cat with tears of joy	Smileys & Emotion	Cat Face	1F639	E0.6	Fully Qualified
😻	Smiling cat with heart-eyes	Smileys & Emotion	Cat Face	1F63B	E0.6	Fully Qualified
😼	Cat with wry smile	Smileys & Emotion	Cat Face	1F63C	E0.6	Fully Qualified
😽	Kissing cat	Smileys & Emotion	Cat Face	1F63D	E0.6	Fully Qualified
🙀	Weary cat	Smileys & Emotion	Cat Face	1F640	E0.6	Fully Qualified
😿	Crying cat	Smileys & Emotion	Cat Face	1F63F	E0.6	Fully Qualified
😾	Pouting cat	Smileys & Emotion	Cat Face	1F63E	E0.6	Fully Qualified
🙈	See-no-evil monkey	Smileys & Emotion	Monkey Face	1F648	E0.6	Fully Qualified
🙉	Hear-no-evil monkey	Smileys & Emotion	Monkey Face	1F649	E0.6	Fully Qualified
🙊	Speak-no-evil monkey	Smileys & Emotion	Monkey Face	1F64A	E0.6	Fully Qualified
💌	Love letter	Smileys & Emotion	Heart	1F48C	E0.6	Fully Qualified
💘	Heart with arrow	Smileys & Emotion	Heart	1F498	E0.6	Fully Qualified
💝	Heart with ribbon	Smileys & Emotion	Heart	1F49D	E0.6	Fully Qualified
💖	Sparkling heart	Smileys & Emotion	Heart	1F496	E0.6	Fully Qualified
💗	Growing heart	Smileys & Emotion	Heart	1F497	E0.6	Fully Qualified
💓	Beating heart	Smileys & Emotion	Heart	1F493	E0.6	Fully Qualified
💞	Revolving hearts	Smileys & Emotion	Heart	1F49E	E0.6	Fully Qualified
💕	Two hearts	Smileys & Emotion	Heart	1F495	E0.6	Fully Qualified
💟	Heart decoration	Smileys & Emotion	Heart	1F49F	E0.6	Fully Qualified
❣️	Heart exclamation	Smileys & Emotion	Heart	2763 FE0F	E1.0	Fully Qualified
❣	Heart exclamation	Smileys & Emotion	Heart	2763	E1.0	Unqualified
💔	Broken heart	Smileys & Emotion	Heart	1F494	E0.6	Fully Qualified
❤️‍🔥	Heart on fire	Smileys & Emotion	Heart	2764 FE0F 200D 1F525	E13.1	Fully Qualified
❤‍🔥	Heart on fire	Smileys & Emotion	Heart	2764 200D 1F525	E13.1	Unqualified
❤️‍🩹	Mending heart	Smileys & Emotion	Heart	2764 FE0F 200D 1FA79	E13.1	Fully Qualified
❤‍🩹	Mending heart	Smileys & Emotion	Heart	2764 200D 1FA79	E13.1	Unqualified
❤️	Red heart	Smileys & Emotion	Heart	2764 FE0F	E0.6	Fully Qualified
❤	Red heart	Smileys & Emotion	Heart	2764	E0.6	Unqualified
🩷	Pink heart	Smileys & Emotion	Heart	1FA77	E15.0	Fully Qualified
🧡	Orange heart	Smileys & Emotion	Heart	1F9E1	E5.0	Fully Qualified
💛	Yellow heart	Smileys & Emotion	Heart	1F49B	E0.6	Fully Qualified
💚	Green heart	Smileys & Emotion	Heart	1F49A	E0.6	Fully Qualified
💙	Blue heart	Smileys & Emotion	Heart	1F499	E0.6	Fully Qualified
🩵	Light blue heart	Smileys & Emotion	Heart	1FA75	E15.0	Fully Qualified
💜	Purple heart	Smileys & Emotion	Heart	1F49C	E0.6	Fully Qualified
🤎	Brown heart	Smileys & Emotion	Heart	1F90E	E12.0	Fully Qualified
🖤	Black heart	Smileys & Emotion	Heart	1F5A4	E3.0	Fully Qualified
🩶	Grey heart	Smileys & Emotion	Heart	1FA76	E15.0	Fully Qualified
🤍	White heart	Smileys & Emotion	Heart	1F90D	E12.0	Fully Qualified
💋	Kiss mark	Smileys & Emotion	Emotion	1F48B	E0.6	Fully Qualified
💯	Hundred points	Smileys & Emotion	Emotion	1F4AF	E0.6	Fully Qualified
💢	Anger symbol	Smileys & Emotion	Emotion	1F4A2	E0.6	Fully Qualified
💥	Collision	Smileys & Emotion	Emotion	1F4A5	E0.6	Fully Qualified
💫	Dizzy	Smileys & Emotion	Emotion	1F4AB	E0.6	Fully Qualified
💦	Sweat droplets	Smileys & Emotion	Emotion	1F4A6	E0.6	Fully Qualified
💨	Dashing away	Smileys & Emotion	Emotion	1F4A8	E0.6	Fully Qualified
🕳️	Hole	Smileys & Emotion	Emotion	1F573 FE0F	E0.7	Fully Qualified
🕳	Hole	Smileys & Emotion	Emotion	1F573	E0.7	Unqualified
💬	Speech balloon	Smileys & Emotion	Emotion	1F4AC	E0.6	Fully Qualified
👁️‍🗨️	Eye in speech bubble	Smileys & Emotion	Emotion	1F441 FE0F 200D 1F5E8 FE0F	E2.0	Fully Qualified
👁‍🗨️	Eye in speech bubble	Smileys & Emotion	Emotion	1F441 200D 1F5E8 FE0F	E2.0	Unqualified
👁️‍🗨	Eye in speech bubble	Smileys & Emotion	Emotion	1F441 FE0F 200D 1F5E8	E2.0	Minimally Qualified
👁‍🗨	Eye in speech bubble	Smileys & Emotion	Emotion	1F441 200D 1F5E8	E2.0	Unqualified
🗨️	Left speech bubble	Smileys & Emotion	Emotion	1F5E8 FE0F	E2.0	Fully Qualified
🗨	Left speech bubble	Smileys & Emotion	Emotion	1F5E8	E2.0	Unqualified
🗯️	Right anger bubble	Smileys & Emotion	Emotion	1F5EF FE0F	E0.7	Fully Qualified
🗯	Right anger bubble	Smileys & Emotion	Emotion	1F5EF	E0.7	Unqualified
💭	Thought balloon	Smileys & Emotion	Emotion	1F4AD	E1.0	Fully Qualified
💤	ZZZ	Smileys & Emotion	Emotion	1F4A4	E0.6	Fully Qualified
👋	Waving hand	People & Body	Hand Fingers Open	1F44B	E0.6	Fully Qualified
👋🏻	Waving hand: Light skin tone	People & Body	Hand Fingers Open	1F44B 1F3FB	E1.0	Fully Qualified
👋🏼	Waving hand: Medium-light skin tone	People & Body	Hand Fingers Open	1F44B 1F3FC	E1.0	Fully Qualified
👋🏽	Waving hand: Medium skin tone	People & Body	Hand Fingers Open	1F44B 1F3FD	E1.0	Fully Qualified
👋🏾	Waving hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1F44B 1F3FE	E1.0	Fully Qualified
👋🏿	Waving hand: Dark skin tone	People & Body	Hand Fingers Open	1F44B 1F3FF	E1.0	Fully Qualified
🤚	Raised back of hand	People & Body	Hand Fingers Open	1F91A	E3.0	Fully Qualified
🤚🏻	Raised back of hand: Light skin tone	People & Body	Hand Fingers Open	1F91A 1F3FB	E3.0	Fully Qualified
🤚🏼	Raised back of hand: Medium-light skin tone	People & Body	Hand Fingers Open	1F91A 1F3FC	E3.0	Fully Qualified
🤚🏽	Raised back of hand: Medium skin tone	People & Body	Hand Fingers Open	1F91A 1F3FD	E3.0	Fully Qualified
🤚🏾	Raised back of hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1F91A 1F3FE	E3.0	Fully Qualified
🤚🏿	Raised back of hand: Dark skin tone	People & Body	Hand Fingers Open	1F91A 1F3FF	E3.0	Fully Qualified
🖐️	Hand with fingers splayed	People & Body	Hand Fingers Open	1F590 FE0F	E0.7	Fully Qualified
🖐	Hand with fingers splayed	People & Body	Hand Fingers Open	1F590	E0.7	Unqualified
🖐🏻	Hand with fingers splayed: Light skin tone	People & Body	Hand Fingers Open	1F590 1F3FB	E1.0	Fully Qualified
🖐🏼	Hand with fingers splayed: Medium-light skin tone	People & Body	Hand Fingers Open	1F590 1F3FC	E1.0	Fully Qualified
🖐🏽	Hand with fingers splayed: Medium skin tone	People & Body	Hand Fingers Open	1F590 1F3FD	E1.0	Fully Qualified
🖐🏾	Hand with fingers splayed: Medium-dark skin tone	People & Body	Hand Fingers Open	1F590 1F3FE	E1.0	Fully Qualified
🖐🏿	Hand with fingers splayed: Dark skin tone	People & Body	Hand Fingers Open	1F590 1F3FF	E1.0	Fully Qualified
✋	Raised hand	People & Body	Hand Fingers Open	270B	E0.6	Fully Qualified
✋🏻	Raised hand: Light skin tone	People & Body	Hand Fingers Open	270B 1F3FB	E1.0	Fully Qualified
✋🏼	Raised hand: Medium-light skin tone	People & Body	Hand Fingers Open	270B 1F3FC	E1.0	Fully Qualified
✋🏽	Raised hand: Medium skin tone	People & Body	Hand Fingers Open	270B 1F3FD	E1.0	Fully Qualified
✋🏾	Raised hand: Medium-dark skin tone	People & Body	Hand Fingers Open	270B 1F3FE	E1.0	Fully Qualified
✋🏿	Raised hand: Dark skin tone	People & Body	Hand Fingers Open	270B 1F3FF	E1.0	Fully Qualified
🖖	Vulcan salute	People & Body	Hand Fingers Open	1F596	E1.0	Fully Qualified
🖖🏻	Vulcan salute: Light skin tone	People & Body	Hand Fingers Open	1F596 1F3FB	E1.0	Fully Qualified
🖖🏼	Vulcan salute: Medium-light skin tone	People & Body	Hand Fingers Open	1F596 1F3FC	E1.0	Fully Qualified
🖖🏽	Vulcan salute: Medium skin tone	People & Body	Hand Fingers Open	1F596 1F3FD	E1.0	Fully Qualified
🖖🏾	Vulcan salute: Medium-dark skin tone	People & Body	Hand Fingers Open	1F596 1F3FE	E1.0	Fully Qualified
🖖🏿	Vulcan salute: Dark skin tone	People & Body	Hand Fingers Open	1F596 1F3FF	E1.0	Fully Qualified
🫱	Rightwards hand	People & Body	Hand Fingers Open	1FAF1	E14.0	Fully Qualified
🫱🏻	Rightwards hand: Light skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FB	E14.0	Fully Qualified
🫱🏼	Rightwards hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FC	E14.0	Fully Qualified
🫱🏽	Rightwards hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FD	E14.0	Fully Qualified
🫱🏾	Rightwards hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FE	E14.0	Fully Qualified
🫱🏿	Rightwards hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF1 1F3FF	E14.0	Fully Qualified
🫲	Leftwards hand	People & Body	Hand Fingers Open	1FAF2	E14.0	Fully Qualified
🫲🏻	Leftwards hand: Light skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FB	E14.0	Fully Qualified
🫲🏼	Leftwards hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FC	E14.0	Fully Qualified
🫲🏽	Leftwards hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FD	E14.0	Fully Qualified
🫲🏾	Leftwards hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FE	E14.0	Fully Qualified
🫲🏿	Leftwards hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF2 1F3FF	E14.0	Fully Qualified
🫳	Palm down hand	People & Body	Hand Fingers Open	1FAF3	E14.0	Fully Qualified
🫳🏻	Palm down hand: Light skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FB	E14.0	Fully Qualified
🫳🏼	Palm down hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FC	E14.0	Fully Qualified
🫳🏽	Palm down hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FD	E14.0	Fully Qualified
🫳🏾	Palm down hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FE	E14.0	Fully Qualified
🫳🏿	Palm down hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF3 1F3FF	E14.0	Fully Qualified
🫴	Palm up hand	People & Body	Hand Fingers Open	1FAF4	E14.0	Fully Qualified
🫴🏻	Palm up hand: Light skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FB	E14.0	Fully Qualified
🫴🏼	Palm up hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FC	E14.0	Fully Qualified
🫴🏽	Palm up hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FD	E14.0	Fully Qualified
🫴🏾	Palm up hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FE	E14.0	Fully Qualified
🫴🏿	Palm up hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF4 1F3FF	E14.0	Fully Qualified
🫷	Leftwards pushing hand	People & Body	Hand Fingers Open	1FAF7	E15.0	Fully Qualified
🫷🏻	Leftwards pushing hand: Light skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FB	E15.0	Fully Qualified
🫷🏼	Leftwards pushing hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FC	E15.0	Fully Qualified
🫷🏽	Leftwards pushing hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FD	E15.0	Fully Qualified
🫷🏾	Leftwards pushing hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FE	E15.0	Fully Qualified
🫷🏿	Leftwards pushing hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF7 1F3FF	E15.0	Fully Qualified
🫸	Rightwards pushing hand	People & Body	Hand Fingers Open	1FAF8	E15.0	Fully Qualified
🫸🏻	Rightwards pushing hand: Light skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FB	E15.0	Fully Qualified
🫸🏼	Rightwards pushing hand: Medium-light skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FC	E15.0	Fully Qualified
🫸🏽	Rightwards pushing hand: Medium skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FD	E15.0	Fully Qualified
🫸🏾	Rightwards pushing hand: Medium-dark skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FE	E15.0	Fully Qualified
🫸🏿	Rightwards pushing hand: Dark skin tone	People & Body	Hand Fingers Open	1FAF8 1F3FF	E15.0	Fully Qualified
👌	OK hand	People & Body	Hand Fingers Partial	1F44C	E0.6	Fully Qualified
👌🏻	OK hand: Light skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FB	E1.0	Fully Qualified
👌🏼	OK hand: Medium-light skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FC	E1.0	Fully Qualified
👌🏽	OK hand: Medium skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FD	E1.0	Fully Qualified
👌🏾	OK hand: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FE	E1.0	Fully Qualified
👌🏿	OK hand: Dark skin tone	People & Body	Hand Fingers Partial	1F44C 1F3FF	E1.0	Fully Qualified
🤌	Pinched fingers	People & Body	Hand Fingers Partial	1F90C	E13.0	Fully Qualified
🤌🏻	Pinched fingers: Light skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FB	E13.0	Fully Qualified
🤌🏼	Pinched fingers: Medium-light skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FC	E13.0	Fully Qualified
🤌🏽	Pinched fingers: Medium skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FD	E13.0	Fully Qualified
🤌🏾	Pinched fingers: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FE	E13.0	Fully Qualified
🤌🏿	Pinched fingers: Dark skin tone	People & Body	Hand Fingers Partial	1F90C 1F3FF	E13.0	Fully Qualified
🤏	Pinching hand	People & Body	Hand Fingers Partial	1F90F	E12.0	Fully Qualified
🤏🏻	Pinching hand: Light skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FB	E12.0	Fully Qualified
🤏🏼	Pinching hand: Medium-light skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FC	E12.0	Fully Qualified
🤏🏽	Pinching hand: Medium skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FD	E12.0	Fully Qualified
🤏🏾	Pinching hand: Medium-dark skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FE	E12.0	Fully Qualified
🤏🏿	Pinching hand: Dark skin tone	People & Body	Hand Fingers Partial	1F90F 1F3FF	E12.0	Fully Qualified
✌️	Victory hand	People & Body	Hand Fingers Partial	270C FE0F	E0.6	Fully Qualified
✌	Victory hand	People & Body	Hand Fingers Partial	270C	E0.6	Unqualified
✌🏻	Victory hand: Light skin tone	People & Body	Hand Fingers Partial	270C 1F3FB	E1.0	Fully Qualified
✌🏼	Victory hand: Medium-light skin tone	People & Body	Hand Fingers Partial	270C 1F3FC	E1.0	Fully Qualified
✌🏽	Victory hand: Medium skin tone	People & Body	Hand Fingers Partial	270C 1F3FD	E1.0	Fully Qualified
✌🏾	Victory hand: Medium-dark skin tone	People & Body	Hand Fingers Partial	270C 1F3FE	E1.0	Fully Qualified
